air_temp,humidity,soil_moisture,light,leaf_temp,label
27.576482492906784,73.48218386942881,64.28028205249596,642.9680240645532,30.815492330886986,healthy
39.06016007318614,28.331852783225656,45.39448345631362,895.4742989932824,42.9331309032479,heat_stress
25.37896241329799,44.38259255286767,72.50743723471956,398.7631377371084,27.613980601419698,nutrient_deficiency
28.1715697640981,75.87641846978335,58.12004907220412,437.4721765936595,31.394872371756605,disease_risk
27.725889170315597,74.5811931368074,89.3605497275551,522.9878021289995,30.403031424105244,root_dysfunction
27.522619481980914,50.34556636414857,73.92047779885547,404.5387329123089,29.72244928454378,healthy
44.67863528074403,41.73257052781704,45.99773633426015,976.7255792195488,49.85356457877923,heat_stress
32.44097288472979,54.65619255041656,73.08027546128515,410.47443074763515,34.13924577404269,nutrient_deficiency
29.9322507943331,61.96504037052524,74.05293415726516,398.05970351063377,33.326169239078425,disease_risk
25.76161535569435,45.480114624093105,64.12274912840155,552.1074754010998,27.85726307313263,root_dysfunction
31.832744942446148,75.28682803248991,57.62562607496614,481.13428334416506,28.8695361138377,healthy
40.2857287947942,39.84137430536775,37.87429534252689,731.9886807950364,44.453890693695364,heat_stress
27.044522285720234,66.16596144696666,68.76904173224355,507.81565365447045,29.56082764140606,nutrient_deficiency
30.256180878050174,78.9364669145832,74.3165680217555,305.10302781238516,32.5665283369976,disease_risk
31.640420811569015,65.04773353490569,68.47254588167073,335.8986930134793,35.56412354122354,root_dysfunction
30.39199692336405,51.07265944551411,71.37633749360491,632.3609479118256,32.839524321190055,healthy
43.38692512540206,24.18752213216452,44.33920275005007,987.1371749074469,46.3725567094989,heat_stress
26.135346875750074,56.390157222401285,72.7682079514653,586.3733005633718,29.042333178366412,nutrient_deficiency
29.89545024656546,67.60569622193569,53.27102418581447,640.8273525276293,32.71452393877504,disease_risk
25.288370666485392,55.31150674205044,87.62023977195999,369.12408311047454,27.8382732977282,root_dysfunction
31.21442781164415,62.96648445869172,68.76583641209056,445.5072625896682,24.870203758779315,healthy
40.926914938202216,23.169713381138838,65.91314083206115,980.1449986596256,46.58778664708539,heat_stress
28.748179858277155,60.07523718735807,55.909544032345465,502.8670812209832,30.547087059715995,nutrient_deficiency
26.734644153303403,69.87961341274345,76.43056803451208,637.8575027860707,29.157703539071353,disease_risk
28.06495254022945,70.77943056733851,76.62682964369833,644.2370011248809,30.86758810287101,root_dysfunction
25.39692202982483,79.27910356467376,78.78487606748706,504.3573388103214,28.909931439644982,healthy
35.45618816554993,42.25213597482673,62.40090693825475,730.7155323287863,37.81737827259994,heat_stress
24.523985391160263,50.386984442031945,52.05388692217248,578.614212200317,26.346022901179033,nutrient_deficiency
28.236754919979692,67.93050409763025,79.77245440282361,492.7249127350098,32.28425837468011,disease_risk
27.868075844153843,42.98409417654733,94.99265976226735,594.7827430161508,30.84220613034904,root_dysfunction
26.641311069445123,58.22668623612456,84.1355601506275,558.082028203451,28.051962187413945,healthy
42.40007477749318,21.12445881455925,43.950291243097325,735.3171422162369,47.23070635793186,heat_stress
28.42347097745742,68.58183874086474,62.939845768025286,559.2080462632807,29.564586546367757,nutrient_deficiency
