air_temp,humidity,light,leaf_temp,leaf_temp_delta,soil_moisture,soil_temp,label
25.20631425366137,72.60255999951653,626.7248761862681,25.222548978091883,0.016234724430514547,56.336283853579275,23.179846449191597,healthy
35.467250415270705,35.11138539455143,818.0078572700997,41.19307152307259,5.725821107801885,53.58400626995006,34.21660327778072,heat_stress
34.49504665292622,47.8361945838075,555.8803869462045,37.61298139799034,3.117934745064119,29.02470198638011,33.1352227241902,water_stress
30.113028837394705,52.506519637872714,459.0415929114198,34.483815421120994,4.370786583726289,85.0146915829849,35.88183697606453,root_zone_stress
27.830576699356833,43.756896569757565,431.84338709697846,29.776140267965538,1.945563568608705,56.31877353115634,25.064712947383462,nutrient_lockout
27.333968299565292,68.37785564553519,694.6596183973872,29.267202805800242,1.9332345062349496,79.83806833620955,23.396586467233007,healthy
43.43809557474041,26.956303779538292,988.0853172984466,50.765496046929016,7.327400472188607,60.6266928614308,36.310353239260465,heat_stress
35.02937187319501,26.134889063726238,863.5214275550525,40.49074205970642,5.4613701865114095,23.230703422116996,35.18927795955259,water_stress
33.41971628113656,61.44984378623721,406.35766654496257,36.168424385327626,2.748708104191067,80.90799578507962,43.13119372825285,root_zone_stress
27.240133277187272,69.42877643460425,606.5149013701555,29.475761192908674,2.235627915721402,71.34414754074426,33.51990882091405,nutrient_lockout
27.04033846541171,72.38248704734251,449.13503107489396,28.558503670936414,1.5181652055247028,82.61179143316343,25.84360179178683,healthy
35.00472545888135,42.7129492726247,911.1564406732898,41.41987423082404,6.41514877194269,48.489138888233946,32.83628779254691,heat_stress
33.46157920053089,52.944298547460676,729.909227460545,39.25470461397368,5.793125413442787,16.051046049982453,34.36943970642796,water_stress
29.634972588146475,67.76102453967985,583.2637706492362,31.826074280279258,2.191101692132783,72.81621787159806,41.05008684891232,root_zone_stress
33.80799863901646,58.16214596664006,496.5963891212717,37.28585800410457,3.477859365088108,64.7118424860464,32.69525622117729,nutrient_lockout
29.175860479172936,71.44334131925251,624.0241017471997,30.19857446915022,1.0227139899772837,82.33180364848366,26.09943716193785,healthy
41.982724694716566,26.236492890506064,922.3634788340255,47.36887494851128,5.38615025379471,44.52962205619764,33.91159179020707,heat_stress
30.754423967269037,30.575733066755745,536.1553810292214,34.33853384015978,3.584109872890746,16.431933964773442,31.24716554564408,water_stress
32.986518847699216,65.1193696765079,400.5425415775825,35.895202457374005,2.908683609674789,88.6157344265485,37.53897048581425,root_zone_stress
27.417869025522627,56.12365762026217,367.85308800617577,28.742012029870285,1.3241430043476576,48.8116392278355,27.215224358768797,nutrient_lockout
31.839019918737023,72.18434220693747,549.2421121696239,32.41621394659962,0.5771940278625962,64.15599867535303,23.59964530321923,healthy
40.983175643508815,23.262545081217404,842.6243959586294,48.712266592144644,7.729090948635829,42.02169709282316,30.179583263493765,heat_stress
32.934385298150545,26.913788393457533,711.8734097821695,36.57096803739425,3.636582739243707,17.595188725641748,30.796852824116115,water_stress
35.81139453448365,57.09940261188885,734.2382125262468,39.36955231570258,3.558157781218931,84.80614250367864,41.36437353610358,root_zone_stress
28.828030290251743,57.922289493659804,468.57196297967346,32.61570226863752,3.7876719783857773,79.14339829236675,30.82518026053071,nutrient_lockout
28.159295970477547,70.97403485949468,444.0463004377217,29.978126849028396,1.8188308785508482,60.516912816141165,22.893891345180183,healthy
43.945184881839026,30.49305735614281,955.7454706777712,49.29178035659541,5.346595474756384,41.575325298457926,35.96871101174854,heat_stress
31.35922957480893,53.54335637990463,797.0874225896615,35.07206071117772,3.7128311363687914,13.531778025505815,34.902057676844755,water_stress
30.587951841576054,58.16957241778715,630.0379876496831,32.86524095109738,2.2772891095213232,79.70229780503071,36.18230424680552,root_zone_stress
27.967340965360098,59.378530809804495,403.19679399419095,31.718957621964403,3.7516166566043054,47.893044189720285,33.832648884432245,nutrient_lockout
26.541684556802245,58.90766979267945,667.709214830424,28.083714059367733,1.5420295025654873,80.27633001599838,27.884971146479213,healthy
44.664745394668515,36.38469562469142,924.0020017340951,50.06872243131667,5.403977036648158,67.93672749584712,30.41018023820553,heat_stress
36.88649614932977,51.22521215444036,642.6194061078335,42.55054231669866,5.6640461673688876,25.039996967369014,34.48370889682235,water_stress
28.94581018688826,51.317684184599244,577.0966941898206,32.39438925332861,3.4485790664403524,82.54804681717668,39.939243019201584,root_zone_stress
32.813651776944056,50.622688093277915,615.9587031002666,36.10348391961991,3.2898321426758557,76.79122377312437,24.978326226874877,nutrient_lockout
